ESTADO,UNIVERSIDAD,CAMPUS,Matricula_Total
SONORA,UNIVERSIDAD DURANGO SANTANDER,UNIVERSIDAD DURANGO SANTANDER CAMPUS NOGALES,139
SONORA,UNIVERSIDAD DURANGO SANTANDER,UNIVERSIDAD DURANGO SANTANDER CAMPUS OBREGÓN,821
SONORA,UNIVERSIDAD ESTATAL DE SONORA,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA BENITO JUÁREZ,665
SONORA,UNIVERSIDAD ESTATAL DE SONORA,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA HERMOSILLO,"9,630"
SONORA,UNIVERSIDAD ESTATAL DE SONORA,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA MAGDALENA,"1,612"
SONORA,UNIVERSIDAD ESTATAL DE SONORA,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA NAVOJOA,"3,182"
SONORA,UNIVERSIDAD ESTATAL DE SONORA,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA SAN LUIS RIO COLORADO,"2,834"
SONORA,UNIVERSIDAD INTERAMERICANA DE GUAYMAS,UNIVERSIDAD INTERAMERICANA DE GUAYMAS,210
SONORA,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS CIUDAD OBREGÓN,542
SONORA,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS HERMOSILLO,522
SONORA,"UNIVERSIDAD KINO, A. C.",ESCUELA DE CIENCIAS SOCIALES UNIVERSIDAD KINO,595
SONORA,"UNIVERSIDAD KINO, A. C.",ESCUELA DE INGENIERÍA UNIVERSIDAD KINO,237
SONORA,"UNIVERSIDAD KINO, A. C.",ESCUELA ECONÓMICO-ADMINISTRATIVO UNI-KINO,305
SONORA,"UNIVERSIDAD KINO, A. C.","UNIVERSIDAD KINO, A. C.",33
SONORA,"UNIVERSIDAD LA SALLE, A.C. - NOROESTE",UNIVERSIDAD LA SALLE NOROESTE,37
SONORA,"UNIVERSIDAD LA SALLE, A.C. - NOROESTE","UNIVERSIDAD LA SALLE, A.C. - NOROESTE","1,883"
SONORA,"UNIVERSIDAD LATINOAMERICANA, S.C.","UNIVERSIDAD LATINOAMERICANA, S.C. - CAMPUS EJECUTIVO GUAYMAS","1,564"
SONORA,UNIVERSIDAD TECNOLÓGICA DE ETCHOJOA,UNIVERSIDAD TECNOLÓGICA DE ETCHOJOA,563
SONORA,UNIVERSIDAD TECNOLÓGICA DE GUAYMAS,UNIVERSIDAD TECNOLÓGICA DE GUAYMAS,523
SONORA,UNIVERSIDAD TECNOLÓGICA DE HERMOSILLO,UNIVERSIDAD TECNOLÓGICA DE HERMOSILLO,"3,591"
SONORA,UNIVERSIDAD TECNOLÓGICA DE NOGALES,UNIVERSIDAD TECNOLÓGICA DE NOGALES,"1,903"
SONORA,UNIVERSIDAD TECNOLÓGICA DE PUERTO PEÑASCO,UNIVERSIDAD TECNOLÓGICA DE PUERTO PEÑASCO,397
SONORA,UNIVERSIDAD TECNOLÓGICA DE SAN LUIS RÍO COLORADO,UNIVERSIDAD TECNOLÓGICA DE SAN LUIS RIO COLORADO,"1,171"
SONORA,UNIVERSIDAD TECNOLÓGICA DEL SUR DE SONORA,UNIVERSIDAD TECNOLÓGICA DEL SUR DE SONORA,"1,207"
SONORA,UNIVERSIDAD UNILIDER S.C.,UNIVERSIDAD UNILIDER S.C. - CAMPUS UNILIDER,210
SONORA,UNIVERSIDAD UNILIDER S.C.,UNIVERSIDAD UNILIDER S.C. - EDIFICIO HISTÓRICO,142
SONORA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS CIUDAD OBREGÓN,96
SONORA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS GUAYMAS,830
SONORA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS HERMOSILLO,"1,948"
SONORA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS NAVOJOA,225
SONORA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS SAN LUIS RÍO COLORADO,201
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - AGUA PRIETA,33
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - CABORCA,19
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - GUAYMAS,10
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - HERMOSILLO,94
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - HUATABAMPO,22
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - NAVOJOA,119
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - OBREGÓN,15
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - PATRONATO CULTURAL CEUNO A.C.,213
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - PUERTO PEÑASCO,18
SONORA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - SAN LUIS RÍO COLORADO,91
SONORA,INSTITUTO SUPERIOR DE SEGURIDAD PUBLICA DEL ESTADO,INSTITUTO SUPERIOR DE SEGURIDAD PUBLICA DEL ESTADO,34
SONORA,INSTITUTO DE CAPACITACIÓN CULTURA Y FORMACIÓN,INSTITUTO DE CAPACITACIÓN CULTURA Y FORMACIÓN,6
SONORA,CENTRO DE ESTUDIOS SUPERIORES DE SONORA A. C.,CENTRO DE ESTUDIOS SUPERIORES DE SONORA A. C.,50
SONORA,CENTRO DE ESTUDIOS SUPERIORES Y ACADÉMICOS DEL NOROESTE,CENTRO DE ESTUDIOS SUPERIORES Y ACADÉMICOS DEL NOROESTE,13
SONORA,INSTITUTO DE CIENCIAS JURÍDICAS Y FORENSES,INSTITUTO DE CIENCIAS JURÍDICAS Y FORENSES,191
TABASCO,CENTRO DE ESPECIALIZACIÓN JUDICIAL,CENTRO DE ESPECIALIZACIÓN JUDICIAL,46
TABASCO,CENTRO DE INVESTIGACIÓN DE DESARROLLO HUMANO DE TABASCO A.C.,CENTRO DE INVESTIGACIÓN DE DESARROLLO HUMANO DE TABASCO A.C.,40
TABASCO,CENTRO INTERNACIONAL DE POSGRADO A.C.,CENTRO INTERNACIONAL DE POSGRADO A.C.,75
TABASCO,COLEGIO DE POSTGRADUADOS,COLEGIO DE POSTGRADUADOS CAMPUS TABASCO,48
TABASCO,COLEGIO INTERNACIONAL DE CIENCIAS PERICIALES S.C.,COLEGIO INTERNACIONAL DE CIENCIAS PERICIALES S.C.,69
TABASCO,"COLEGIO MONTECRISTO, S.C.","COLEGIO MONTECRISTO, S.C.",44
TABASCO,EL COLEGIO DE LA FRONTERA SUR,EL COLEGIO DE LA FRONTERA SUR - UNIDAD VILLA HERMOSA,36
TABASCO,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",UNIVERSIDAD TECMILENIO - CAMPUS VILLAHERMOSA,654
TABASCO,ESCUELA NORMAL URBANA,ESCUELA NORMAL URBANA,481
TABASCO,GRACIELA PINTADO DE MADRAZO,GRACIELA PINTADO DE MADRAZO,246
TABASCO,INSTITUTO DE ADMINISTRACIÓN PUBLICA DE TABASCO,INSTITUTO DE ADMINISTRACIÓN PUBLICA DE TABASCO,108
TABASCO,INSTITUTO DE AVIACIÓN IDAJEF,INSTITUTO DE AVIACIÓN IDAJEF,12
TABASCO,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TABASCO,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TABASCO,46
TABASCO,INSTITUTO DE EDUCACIÓN ARTÍSTICA INTEGRAL A.C.,INSTITUTO DE EDUCACIÓN ARTÍSTICA INTEGRAL A.C.,16
TABASCO,INSTITUTO DE EDUCACIÓN SUPERIOR DE TABASCO SANTO TOMÁS DE AQUINO,INSTITUTO DE EDUCACIÓN SUPERIOR DE TABASCO SANTO TOMÁS DE AQUINO,159
TABASCO,INSTITUTO DE EDUCACIÓN SUPERIOR DEL MAGISTERIO,INSTITUTO DE EDUCACIÓN SUPERIOR DEL MAGISTERIO,337
TABASCO,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.","INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C. - PLANTEL VILLAHERMOSA",501
TABASCO,INSTITUTO DE PROFESIONES MIGUEL ÁNGEL,INSTITUTO DE PROFESIONES MIGUEL ÁNGEL,67
TABASCO,INSTITUTO EDUCATIVO FIDEL CASTRO,INSTITUTO EDUCATIVO FIDEL CASTRO,8
TABASCO,INSTITUTO EDUCATIVO MELANIE KLEIN,INSTITUTO EDUCATIVO MELANIE KLEIN,54
TABASCO,INSTITUTO ESTATAL DE CULTURA,CENTRO DE ESTUDIOS E INVESTIGACIÓN DE LAS BELLAS ARTES (CEIBA),155
TABASCO,INSTITUTO ESTATAL DE CULTURA,ESCUELA ESTATAL DE DANZA,56
TABASCO,INSTITUTO ESTATAL DE CULTURA,ESCUELA ESTATAL DE MÚSICA,2
TABASCO,INSTITUTO IBEROAMERICANO DE DERECHO ELECTORAL,INSTITUTO IBEROAMERICANO DE DERECHO ELECTORAL,31
TABASCO,INSTITUTO LATINOAMERICANO DE ESTUDIOS SUPERIORES,INSTITUTO LATINOAMERICANO DE ESTUDIOS SUPERIORES,13
TABASCO,INSTITUTO MODERNO DE APRENDIZAJE SUPERIOR,INSTITUTO MODERNO DE APRENDIZAJE SUPERIOR,49
TABASCO,INSTITUTO SUPERIOR DE EDUCACIÓN EN LAS ARTES,INSTITUTO SUPERIOR DE EDUCACIÓN EN LAS ARTES,63
TABASCO,INSTITUTO SUPERIOR HIDALGO,"INSTITUTO SUPERIOR ""HIDALGO""",52
TABASCO,INSTITUTO TECNOLÓGICO DE HUIMANGUILLO,INSTITUTO TECNOLÓGICO DE HUIMANGUILLO,275
TABASCO,INSTITUTO TECNOLÓGICO DE LA CHONTALPA,INSTITUTO TECNOLÓGICO DE LA CHONTALPA,"1,027"
TABASCO,"INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN, A.C.",INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - CAMPUS TABASCO,110
TABASCO,INSTITUTO TECNOLÓGICO DE LA ZONA OLMECA,INSTITUTO TECNOLÓGICO DE LA ZONA OLMECA,356
TABASCO,INSTITUTO TECNOLÓGICO DE VILLAHERMOSA,INSTITUTO TECNOLÓGICO DE VILLAHERMOSA,"4,962"
TABASCO,INSTITUTO TECNOLÓGICO SUPERIOR DE CENTLA,INSTITUTO TECNOLÓGICO SUPERIOR DE CENTLA,"1,475"
TABASCO,INSTITUTO TECNOLÓGICO SUPERIOR DE COMALCALCO,INSTITUTO TECNOLÓGICO SUPERIOR DE COMALCALCO,"3,130"
TABASCO,INSTITUTO TECNOLÓGICO SUPERIOR DE LA REGIÓN SIERRA,INSTITUTO TECNOLÓGICO SUPERIOR DE LA REGIÓN SIERRA,"1,310"
TABASCO,INSTITUTO TECNOLÓGICO SUPERIOR DE LOS RÍOS,INSTITUTO TECNOLÓGICO SUPERIOR DE LOS RÍOS,"1,807"
TABASCO,INSTITUTO TECNOLÓGICO SUPERIOR DE MACUSPANA,INSTITUTO TECNOLÓGICO SUPERIOR DE MACUSPANA,"1,003"
TABASCO,INSTITUTO TECNOLÓGICO SUPERIOR DE VILLA LA VENTA,INSTITUTO TECNOLÓGICO SUPERIOR DE VILLA LA VENTA,"1,006"
TABASCO,INSTITUTO UNIVERSITARIO ATENEA,INSTITUTO UNIVERSITARIO ATENEA,2
TABASCO,INSTITUTO UNIVERSITARIO CARL ROGERS,INSTITUTO UNIVERSITARIO CARL ROGERS,117
TABASCO,INSTITUTO UNIVERSITARIO DE ESTUDIOS DE MÉXICO,INSTITUTO UNIVERSITARIO DE ESTUDIOS DE MÉXICO,40
TABASCO,INSTITUTO UNIVERSITARIO DE YUCATÁN,INSTITUTO UNIVERSITARIO DE YUCATÁN,"2,544"
TABASCO,INSTITUTO UNIVERSITARIO ESPARTA,INSTITUTO UNIVERSITARIO ESPARTA,406
TABASCO,INSTITUTO UNIVERSITARIO METROPOLITANO DE VILLAHERMOSA,INSTITUTO UNIVERSITARIO METROPOLITANO DE VILLAHERMOSA,191
TABASCO,INSTITUTO UNIVERSITARIO PANAMERICANO,INSTITUTO UNIVERSITARIO PANAMERICANO - PLANTEL VILLAHERMOSA,158
TABASCO,"INSTITUTO UNIVERSITARIO PUEBLA, S.C",INSTITUTO UNIVERSITARIO PUEBLA,474
TABASCO,JUSTO SIERRA MÉNDEZ,JUSTO SIERRA MÉNDEZ,171
TABASCO,PABLO GARCÍA AVALOS,PABLO GARCÍA AVALOS,353
TABASCO,ROSARIO MARÍA GUTIERREZ ESKILDSEN,ROSARIO MARIA GUTIERREZ ESKILDSEN,445
TABASCO,ROSARIO MARÍA GUTIERREZ ESKILDSEN,ROSARIO MARÍA GUTIERREZ ESKILDSEN,527
TABASCO,UNIDAD UPN 271,UNIDAD UPN 271,"1,771"
TABASCO,UNIVERSIDAD ACRÓPOLIS,UNIVERSIDAD ACRÓPOLIS,443
TABASCO,UNIVERSIDAD ALFA Y OMEGA,UNIVERSIDAD ALFA Y OMEGA,"6,348"
TABASCO,UNIVERSIDAD ASBEMAAN,UNIVERSIDAD ASBEMAAN,306
TABASCO,UNIVERSIDAD AUTÓNOMA CHAPINGO,UNIVERSIDAD AUTÓNOMA CHAPINGO - UNIDAD REGIONAL UNIVERSITARIA SURSURESTE,93
TABASCO,UNIVERSIDAD AUTÓNOMA DE GUADALAJARA,UNIVERSIDAD AUTÓNOMA DE GUADALAJARA - PLANTEL TABASCO,"1,730"
TABASCO,UNIVERSIDAD CORPORATIVA DEL SURESTE,UNIVERSIDAD CORPORATIVA DEL SURESTE,26
TABASCO,UNIVERSIDAD DE LOS ÁNGELES,UNIVERSIDAD DE LOS ÁNGELES,94
TABASCO,UNIVERSIDAD DE LOS ÁNGELES,UNIVERSIDAD DE LOS ÁNGELES PLANTEL COMALCALCO,"1,881"
TABASCO,UNIVERSIDAD DE MACUSPANA,UNIVERSIDAD DE MACUSPANA,76
TABASCO,UNIVERSIDAD DE MONTEMORELOS,UNIVERSIDAD DE MONTEMORELOS - CAMPUS TABASCO,47
TABASCO,UNIVERSIDAD DE NEGOCIOS DE TABASCO,UNIVERSIDAD DE NEGOCIOS DE TABASCO,467
TABASCO,UNIVERSIDAD DE NEGOCIOS Y PETRÓLEO,UNIVERSIDAD DE NEGOCIOS Y PETRÓLEO,251
TABASCO,"UNIVERSIDAD DE SOTAVENTO, A.C.",UNIVERSIDAD DE SOTAVENTO,109
TABASCO,UNIVERSIDAD DEL VALLE DE MÉXICO,UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS VILLA HERMOSA,"2,660"
TABASCO,"UNIVERSIDAD DUNAMIS, A.C.","UNIVERSIDAD DUNAMIS, A.C.",362
TABASCO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS VILLAHERMOSA,328
TABASCO,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE TABASCO,UNIDAD ACADÉMICA VILLA TAMULTÉ DE LAS SABANAS,273
TABASCO,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE TABASCO,"UNIDAD ACADÉMICA VILLA VICENTE GUERRERO, CENTLA",316
TABASCO,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE TABASCO,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE TABASCO,630
TABASCO,UNIVERSIDAD ISTMO AMERICANA,UNIVERSIDAD ISTMO AMERICANA,29
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE CIENCIAS AGROPECUARIAS,"1,129"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE CIENCIAS BÁSICAS,"1,445"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE CIENCIAS BIOLÓGICAS,"1,464"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE CIENCIAS DE LA SALUD UNIDAD CENTRO,"5,406"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE CIENCIAS ECONÓMICO ADMINISTRATIVAS,"4,704"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE CIENCIAS SOCIALES Y HUMANIDADES,"2,417"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE EDUCACIÓN Y ARTES,"3,387"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE INFORMÁTICA Y SISTEMAS UNIDAD CHONTALPA,867
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA DE INGENIERÍA Y ARQUITECTURA UNIDAD CHONTALPA,"2,901"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA MULTIDISCIPLINARIA DE COMALCALCO,"1,685"
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA MULTIDISCIPLINARIA DE JALPA DE MÉNDEZ,952
TABASCO,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,DIVISIÓN ACADÉMICA MULTIDISCIPLINARIA DE LOS RÍOS,899
TABASCO,UNIVERSIDAD MAS EDUCACIÓN Y ENSEÑANZA,UNIVERSIDAD MAS EDUCACIÓN Y ENSEÑANZA,555
TABASCO,UNIVERSIDAD MEXICANA DEL SURESTE,UNIVERSIDAD MEXICANA DEL SURESTE,108
TABASCO,UNIVERSIDAD MEXICANA PARA EL DESARROLLO,UNIVERSIDAD MEXICANA PARA EL DESARROLLO,23
TABASCO,UNIVERSIDAD MUNDO MAYA,UNIVERSIDAD MUNDO MAYA - CAMPUS CÁRDENAS,205
TABASCO,UNIVERSIDAD MUNDO MAYA,UNIVERSIDAD MUNDO MAYA - CAMPUS VILLAHERMOSA,"1,371"
TABASCO,UNIVERSIDAD OLMECA,DIVISIÓN DE ARTES,75
TABASCO,UNIVERSIDAD OLMECA,DIVISIÓN DE CIENCIAS DEL HOMBRE,25
TABASCO,UNIVERSIDAD OLMECA,DIVISIÓN DE CIENCIAS E INGENIERÍA,158
TABASCO,UNIVERSIDAD OLMECA,DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS,"1,125"
TABASCO,UNIVERSIDAD POLITÉCNICA DEL CENTRO,UNIVERSIDAD POLITÉCNICA DEL CENTRO,"1,502"
TABASCO,UNIVERSIDAD POLITÉCNICA DEL GOLFO DE MÉXICO,UNIVERSIDAD POLITÉCNICA DEL GOLFO DE MÉXICO,"1,306"
TABASCO,UNIVERSIDAD POLITÉCNICA MESOAMERICANA,UNIVERSIDAD POLITÉCNICA MESOAMERICANA,598
TABASCO,UNIVERSIDAD POPULAR DE LA CHONTALPA,DIVISIÓN DE CIENCIAS BÁSICAS E INGENIERÍA,"1,577"
TABASCO,UNIVERSIDAD POPULAR DE LA CHONTALPA,DIVISIÓN DE CIENCIAS DE LA TIERRA,986
TABASCO,UNIVERSIDAD POPULAR DE LA CHONTALPA,DIVISIÓN DE CIENCIAS ECONÓMICO-ADMINISTRATIVAS,"1,156"
TABASCO,UNIVERSIDAD POPULAR DE LA CHONTALPA,DIVISIÓN DE HUMANIDADES Y CIENCIAS DEL COMPORTAMIENTO,601
TABASCO,UNIVERSIDAD TECNOLÓGICA DE TABASCO,UNIVERSIDAD TECNOLÓGICA DE TABASCO,"2,580"
TABASCO,UNIVERSIDAD TECNOLÓGICA DEL USUMACINTA,UNIVERSIDAD TECNOLÓGICA DEL USUMACINTA,780
TABASCO,UNIVERSIDAD VALLE DEL GRIJALVA,UNIVERSIDAD VALLE DEL GRIJALVA - CAMPUS VILLAHERMOSA,485
TABASCO,UNIVERSIDAD VALLE DEL SURESTE,UNIVERSIDAD VALLE DEL SURESTE,825
TABASCO,UNIVERSIDAD VASCONCELOS DE TABASCO,UNIVERSIDAD VASCONCELOS DE TABASCO,"1,001"
TABASCO,CENTRO UNIVERSITARIO COLEGIO MÉXICO,CENTRO UNIVERSITARIO COLEGIO MÉXICO,778
TABASCO,INSTITUTO UNIVERSITARIO LUIS FELIPE DOMÍNGUEZ SUÁREZ,"INSTITUTO UNIVERSITARIO ""LUIS FELIPE DOMÍNGUEZ SUÁREZ""",40
TABASCO,CENTRO UNIVERSITARIO JUSTO SIERRA MÉNDEZ,CENTRO UNIVERSITARIO JUSTO SIERRA MÉNDEZ,43
TABASCO,ESCUELA LIBRE DE DERECHO Y JURISPRUDENCIA DE TABASCO,ESCUELA LIBRE DE DERECHO Y JURISPRUDENCIA DE TABASCO,30
TAMAULIPAS,"ATENEO DE CIENCIAS JURÍDICAS, POLÍTICAS Y ADMINISTRATIVAS","ATENEO DE CIENCIAS JURÍDICAS, POLÍTICAS Y ADMINISTRATIVAS",55
TAMAULIPAS,BENEMÉRITA ESCUELA NORMAL FEDERALIZADA DE TAMAULIPAS,BENEMÉRITA ESCUELA NORMAL FEDERALIZADA DE TAMAULIPAS,474
TAMAULIPAS,CENTRO DE ACTUALIZACIÓN DEL MAGISTERIO EN CIUDAD VICTORIA,CENTRO DE ACTUALIZACIÓN DEL MAGISTERIO,259
TAMAULIPAS,CENTRO DE ESTUDIOS GASTRONÓMICOS SUGAR,INSTITUTO DE ESTUDIOS GASTRONÓMICOS SUGAR,55
TAMAULIPAS,CENTRO DE ESTUDIOS ITEC,CENTRO DE ESTUDIOS ITEC,412
TAMAULIPAS,"CENTRO DE ESTUDIOS SUPERIORES DE DISEÑO, ARQUITECTURA Y ADMINISTRACIÓN A.C.","CENTRO DE ESTUDIOS SUPERIORES DE DISEÑO, ARQUITECTURA Y ADMINISTRACIÓN, A.C.",25
TAMAULIPAS,CENTRO DE ESTUDIOS SUPERIORES ROYAL,CENTRO DE ESTUDIOS SUPERIORES ROYAL,161
TAMAULIPAS,CENTRO DE ESTUDIOS TECNOLÓGICOS Y HUMANÍSTICOS,CENTRO DE ESTUDIOS TECNOLÓGICOS Y HUMANÍSTICOS,123
TAMAULIPAS,CENTRO DE ESTUDIOS UNIVERSITARIOS CUALTI,CENTRO DE ESTUDIOS UNIVERSITARIOS CUALTI,85
TAMAULIPAS,CENTRO DE ESTUDIOS UNIVERSITARIOS F. J. MÚGICA,CENTRO DE ESTUDIOS UNIVERSITARIOS F. J. MÚGICA,7
TAMAULIPAS,"CENTRO DE POSGRADO EN ADMINISTRACIÓN E INFORMÁTICA, A.C.","CENTRO DE POSGRADO EN ADMINISTRACIÓN E INFORMÁTICA, A.C.",35
TAMAULIPAS,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL DE TAMAULIPAS,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL DE TAMAULIPAS,161
TAMAULIPAS,CENTRO EDUCACIONAL Y DESARROLLO EN INFORMÁTICA PERSONAL,CENTRO EDUCACIONAL Y DESARROLLO EN INFORMÁTICA PERSONAL,47
TAMAULIPAS,"CENTRO INTERNACIONAL DE EDUCACIÓN AVANZADA, A.C.","CENTRO INTERNACIONAL DE EDUCACIÓN AVANZADA, A.C.",174
TAMAULIPAS,CENTRO REGIONAL DE FORMACIÓN DOCENTE E INVESTIGACIÓN EDUCATIVA DE TAMAULIPAS,CENTRO REGIONAL DE FORMACIÓN DOCENTE E INVESTIGACIÓN EDUCATIVA DE TAMAULIPAS,132
TAMAULIPAS,CENTRO UNIVERSITARIO DEL NORESTE,CENTRO UNIVERSITARIO DEL NORESTE,607
TAMAULIPAS,CENTRO UNIVERSITARIO JOSÉ VASCONCELOS,CENTRO UNIVERSITARIO JOSE VASCONCELOS,443
TAMAULIPAS,CENTRO UNIVERSITARIO TECNOLÓGICO Y HUMANÍSTICO DE MÉXICO,CENTRO UNIVERSITARIO TECNOLÓGICO Y HUMANÍSTICO DE MÉXICO,35
TAMAULIPAS,"CINEA AMEDARI, A.C.","CINEA AMEDARI, A.C.",18
TAMAULIPAS,COLEGIO DE SAN JUAN SIGLO XXI,COLEGIO DE SAN JUAN SIGLO XXI,34
TAMAULIPAS,EL COLEGIO DE TAMAULIPAS,EL COLEGIO DE TAMAULIPAS,41
TAMAULIPAS,ESCUELA DE ENFERMERÍA DR. JOSE ÁNGEL CADENA Y CADENA,ESCUELA DE ENFERMERÍA DR. JOSE ÁNGEL CADENA Y CADENA,"1,238"
TAMAULIPAS,ESCUELA DE POSGRADO DE LA NORMAL SUPERIOR DE TAMAULIPAS,ESCUELA DE POSTGRADO DE NORMAL SUPERIOR DE TAMAULIPAS,59
TAMAULIPAS,ESCUELA DE TRABAJO SOCIAL MANTE,ESCUELA DE TRABAJO SOCIAL MANTE,57
TAMAULIPAS,"ESCUELA DE TRABAJO SOCIAL TAMPICO, A.C.","ESCUELA DE TRABAJO SOCIAL TAMPICO, A.C.",79
TAMAULIPAS,ESCUELA JUDICIAL DEL PODER JUDICIAL DEL ESTADO DE TAMAULIPAS,ESCUELA JUDICIAL DEL PODER JUDICIAL DEL ESTADO DE TAMAULIPAS,32
TAMAULIPAS,ESCUELA LIBRE DE DERECHO DE CIUDAD VICTORIA,ESCUELA LIBRE DE DERECHO DE CIUDAD VICTORIA,2
TAMAULIPAS,ESCUELA NÁUTICA MERCANTE DE TAMPICO,ESCUELA NÁUTICA MERCANTE DE TAMPICO,327
TAMAULIPAS,ESCUELA NORMAL ANGLO DE TAMPICO,ESCUELA NORMAL ANGLO DE TAMPICO,49
TAMAULIPAS,ESCUELA NORMAL DE EDUCADORAS BERTHA VON GLUMER,ESCUELA NORMAL DE EDUCADORAS BERTHA VON GLUMER,151
